birthday,chamber,title,first_name,middle_name,last_name,name_suffix,nickname,party,state,state_name,term_start,term_end,in_office,phone,twitter_id
1942-09-04,house,Rep,Bob,,Filner,,,D,CA,California,2011-01-05,2012-12-03,false,202-225-8045,
1965-03-11,house,Rep,Jesse,Louis,Jackson,Jr.,,D,IL,Illinois,2011-01-05,2012-11-21,false,202-225-0773,
1955-04-08,house,Rep,David,,Wu,,,D,OR,Oregon,2011-01-05,2011-08-03,false,,
1964-09-04,house,Rep,Anthony,David,Weiner,,,D,NY,New York,2011-01-05,2011-06-21,false,,
1934-07-16,house,Rep,Donald,M.,Payne,,,D,NJ,New Jersey,2011-01-05,2012-03-06,false,202-225-3436,
1965-08-22,house,Rep,Thaddeus,G.,McCotter,,Thad,R,MI,Michigan,2011-01-05,2012-07-06,false,202-225-8171,
1964-04-01,house,Rep,Christopher,John,Lee,,,R,NY,New York,2011-01-05,2011-02-09,false,,
1951-02-09,house,Rep,Jay,,Inslee,,,D,WA,Washington,2011-01-05,2012-03-20,false,202-225-6311,
1945-06-28,house,Rep,Jane,,Harman,,,D,CA,California,2011-01-05,2011-02-28,false,,
1970-06-08,house,Rep,Gabrielle,,Giffords,,,D,AZ,Arizona,2011-01-05,2012-01-25,false,,
1958-10-26,house,Rep,Geoff,,Davis,,,R,KY,Kentucky,2011-01-05,2012-07-31,false,202-225-3465,
1959-03-31,house,Rep,Dennis,A.,Cardoza,,,D,CA,California,2011-01-05,2012-08-15,false,202-225-6131,
1974-02-27,senate,Sen,Carte,P.,Goodwin,,,D,WV,West Virginia,2010-07-20,2010-11-14,false,,
1970-08-09,house,Rep,Charles,,Djou,,,R,HI,Hawaii,2010-05-22,2011-01-03,false,,
1938-01-18,senate,Sen,Paul,G.,Kirk,Jr.,,D,MA,Massachusetts,2009-09-25,2010-02-04,false,,
1969-05-21,senate,Sen,George,S.,LeMieux,,,R,FL,Florida,2009-09-10,2011-01-03,false,,
1970-01-26,house,Rep,Scott,,Murphy,,,D,NY,New York,2009-04-29,2011-01-03,false,,
1939-03-15,senate,Sen,Edward,E.,Kaufman,,,D,DE,Delaware,2009-01-16,2010-11-15,false,,
1937-08-03,senate,Sen,Roland,,Burris,,,D,IL,Illinois,2009-01-15,2010-11-29,false,,
1943-01-18,house,Rep,Charles,A.,Wilson,,,D,OH,Ohio,2009-01-06,2011-01-03,false,,
1961-01-02,house,Rep,Robert,,Wexler,,,D,FL,Florida,2009-01-06,2010-01-04,false,,
1933-11-12,house,Rep,Diane,E.,Watson,,,D,CA,California,2009-01-06,2011-01-03,false,,
1957-10-28,house,Rep,Zach,,Wamp,,,R,TN,Tennessee,2009-01-06,2011-01-03,false,,
1951-06-15,house,Rep,Todd,,Tiahrt,,,R,KS,Kansas,2009-01-06,2011-01-03,false,,
1949-06-29,house,Rep,Harry,,Teague,,,D,NM,New Mexico,2009-01-06,2011-01-03,false,,
1953-09-17,house,Rep,Gene,,Taylor,,,D,MS,Mississippi,2009-01-06,2011-01-03,false,,
1951-11-15,house,Rep,Ellen,O.,Tauscher,,,D,CA,California,2009-01-06,2009-06-26,false,,
1944-09-22,house,Rep,John,S.,Tanner,,,D,TN,Tennessee,2009-01-06,2011-01-03,false,,
1952-02-29,house,Rep,Bart,T.,Stupak,,,D,MI,Michigan,2009-01-06,2011-01-03,false,,
1942-11-01,house,Rep,John,McKee,Spratt,Jr.,,D,SC,South Carolina,2009-01-06,2011-01-03,false,,
1961-01-27,house,Rep,Zachary,T.,Space,,Zack,D,OH,Ohio,2009-01-06,2011-01-03,false,,
1950-07-18,house,Rep,Mark,Edward,Souder,,,R,IN,Indiana,2009-01-06,2010-05-21,false,,
1957-10-20,house,Rep,Hilda,L.,Solis,,,D,CA,California,2009-01-06,2009-02-24,false,,
1947-09-27,house,Rep,Victor,F.,Snyder,,Vic,D,AR,Arkansas,2009-01-06,2011-01-03,false,,
1931-12-20,house,Rep,Ike,,Skelton,,,D,MO,Missouri,2009-01-06,2011-01-03,false,,
1949-10-22,house,Rep,John,B.,Shadegg,,,R,AZ,Arizona,2009-01-06,2011-01-03,false,,
1951-12-12,house,Rep,Joe,,Sestak,,,D,PA,Pennsylvania,2009-01-06,2011-01-03,false,,
1961-10-02,house,Rep,Mark,H.,Schauer,,,D,MI,Michigan,2009-01-06,2011-01-03,false,,
1953-07-21,house,Rep,John,Tony,Salazar,,,D,CO,Colorado,2009-01-06,2011-01-03,false,,
1946-12-09,house,Rep,Ciro,D.,Rodriguez,,,D,TX,Texas,2009-01-06,2011-01-03,false,,
1955-06-20,house,Rep,George,P.,Radanovich,,,R,CA,California,2009-01-06,2011-01-03,false,,
1974-07-31,house,Rep,Adam,H.,Putnam,,,R,FL,Florida,2009-01-06,2011-01-03,false,,
1952-09-02,house,Rep,Earl,Ralph,Pomeroy,,,D,ND,North Dakota,2009-01-06,2011-01-03,false,,
1974-10-09,house,Rep,Thomas,S. P.,Perriello,,,D,VA,Virginia,2009-01-06,2011-01-03,false,,
1937-06-03,house,Rep,Solomon,P.,Ortiz,,,D,TX,Texas,2009-01-06,2011-01-03,false,,
1938-10-03,house,Rep,David,Ross,Obey,,Dave,D,WI,Wisconsin,2009-01-06,2011-01-03,false,,
1934-09-10,house,Rep,James,L.,Oberstar,,,D,MN,Minnesota,2009-01-06,2011-01-03,false,,
1974-09-09,house,Rep,Glenn,C.,Nye,,,D,VA,Virginia,2009-01-06,2011-01-03,false,,
1932-06-17,house,Rep,John,P.,Murtha,,,D,PA,Pennsylvania,2009-01-06,2010-02-08,false,,
1973-10-19,house,Rep,Patrick,J.,Murphy,,,D,PA,Pennsylvania,2009-01-06,2011-01-03,false,,
1945-11-08,house,Rep,Dennis,,Moore,,,D,KS,Kansas,2009-01-06,2011-01-03,false,,
1943-05-14,house,Rep,Alan,B.,Mollohan,,,D,WV,West Virginia,2009-01-06,2011-01-03,false,,
1940-07-18,house,Rep,Harry,E.,Mitchell,,,D,AZ,Arizona,2009-01-06,2011-01-03,false,,
1942-09-20,house,Rep,Walter,,Minnick,,,D,ID,Idaho,2009-01-06,2011-01-03,false,,
1947-10-03,house,Rep,Charles,J.,Melancon,,,D,LA,Louisiana,2009-01-06,2011-01-03,false,,
1966-09-06,house,Rep,Kendrick,Brett,Meek,,,D,FL,Florida,2009-01-06,2011-01-03,false,,
1957-09-12,house,Rep,Michael,E.,McMahon,,,D,NY,New York,2009-01-06,2011-01-03,false,,
1948-09-29,house,Rep,John,M.,McHugh,,,R,NY,New York,2009-01-06,2009-09-21,false,,
1959-09-16,house,Rep,Eric,J. J.,Massa,,,D,NY,New York,2009-01-06,2010-03-08,false,,
1948-03-31,house,Rep,James,,Marshall,,Jim,D,GA,Georgia,2009-01-06,2011-01-03,false,,
1956-04-27,house,Rep,Betsy,,Markey,,,D,CO,Colorado,2009-01-06,2011-01-03,false,,
1942-09-09,house,Rep,John,,Linder,,,R,GA,Georgia,2009-01-06,2011-01-03,false,,
1968-05-29,house,Rep,Frank,,Kratovil,Jr.,,D,MD,Maryland,2009-01-06,2011-01-03,false,,
1944-02-25,house,Rep,Suzanne,M.,Kosmas,,,D,FL,Florida,2009-01-06,2011-01-03,false,,
1957-07-10,house,Rep,Ron,,Klein,,,D,FL,Florida,2009-01-06,2011-01-03,false,,
1949-04-30,house,Rep,Mary Jo,,Kilroy,,,D,OH,Ohio,2009-01-06,2011-01-03,false,,
1945-06-25,house,Rep,Carolyn,Cheeks,Kilpatrick,,,D,MI,Michigan,2009-01-06,2011-01-03,false,,
1967-07-14,house,Rep,Patrick,Joseph,Kennedy,,,D,RI,Rhode Island,2009-01-06,2011-01-03,false,,
1937-04-02,house,Rep,Paul,E.,Kanjorski,,,D,PA,Pennsylvania,2009-01-06,2011-01-03,false,,
1949-12-12,house,Rep,Steve,,Kagen,,,D,WI,Wisconsin,2009-01-06,2011-01-03,false,,
1959-10-11,house,Rep,Bob,,Inglis,,,R,SC,South Carolina,2009-01-06,2011-01-03,false,,
1953-10-30,house,Rep,Peter,,Hoekstra,,Pete,R,MI,Michigan,2009-01-06,2011-01-03,false,,
1951-03-21,house,Rep,Paul,W.,Hodes,,,D,NH,New Hampshire,2009-01-06,2011-01-03,false,,
1953-06-23,house,Rep,Baron,P.,Hill,,,D,IN,Indiana,2009-01-06,2011-01-03,false,,
1970-12-03,house,Rep,Stephanie,,Herseth Sandlin,,,D,SD,South Dakota,2009-01-06,2011-01-03,false,,
1949-02-21,house,Rep,Phil,,Hare,,,D,IL,Illinois,2009-01-06,2011-01-03,false,,
1958-03-01,house,Rep,Deborah,L.,Halvorson,,,D,IL,Illinois,2009-01-06,2011-01-03,false,,
1948-07-23,house,Rep,John,J.,Hall,,,D,NY,New York,2009-01-06,2011-01-03,false,,
1942-08-06,house,Rep,Parker,,Griffith,,,R,AL,Alabama,2009-01-06,2011-01-03,false,,
1949-01-24,house,Rep,Barton,Jennings,Gordon,,Bart,D,TN,Tennessee,2009-01-06,2011-01-03,false,,
1954-12-09,house,Rep,Mary,,Fallin,,,R,OK,Oklahoma,2009-01-06,2011-01-03,false,,
1941-08-07,house,Rep,Bob,R.,Etheridge,,,D,NC,North Carolina,2009-01-06,2011-01-03,false,,
1958-09-11,house,Rep,Brad,,Ellsworth,,,D,IN,Indiana,2009-01-06,2011-01-03,false,,
1934-02-06,house,Rep,Vernon,J.,Ehlers,,,R,MI,Michigan,2009-01-06,2011-01-03,false,,
1951-11-24,house,Rep,Thomas,,Edwards,,Chet,D,TX,Texas,2009-01-06,2011-01-03,false,,
1966-06-24,house,Rep,Steve,,Driehaus,,,D,OH,Ohio,2009-01-06,2011-01-03,false,,
1954-08-13,house,Rep,Lincoln,,Diaz-Balart,,,R,FL,Florida,2009-01-06,2011-01-03,false,,
1941-07-18,house,Rep,William,D.,Delahunt,,Bill,D,MA,Massachusetts,2009-01-06,2011-01-03,false,,
1942-08-25,house,Rep,Nathan,,Deal,,,R,GA,Georgia,2009-01-06,2010-03-22,false,,
1943-09-13,house,Rep,Lincoln,,Davis,,,D,TN,Tennessee,2009-01-06,2011-01-03,false,,
1967-10-09,house,Rep,Artur,,Davis,,,D,AL,Alabama,2009-01-06,2011-01-03,false,,
1957-12-10,house,Rep,Kathleen,A.,Dahlkemper,,,D,PA,Pennsylvania,2009-01-06,2011-01-03,false,,
1958-03-29,house,Rep,Travis,W.,Childers,,,D,MS,Mississippi,2009-01-06,2011-01-03,false,,
1939-07-02,house,Rep,Michael,N.,Castle,,,R,DE,Delaware,2009-01-06,2011-01-03,false,,
1959-03-02,house,Rep,Christopher,P.,Carney,,,D,PA,Pennsylvania,2009-01-06,2011-01-03,false,,
1967-03-13,house,Rep,Anh,,Cao,,Joseph,R,LA,Louisiana,2009-01-06,2011-01-03,false,,
1958-11-26,house,Rep,Stephen,E.,Buyer,,Steve,R,IN,Indiana,2009-01-06,2011-01-03,false,,
1943-10-05,house,Rep,Virginia,,Brown-Waite,,Ginny,R,FL,Florida,2009-01-06,2011-01-03,false,,
1935-12-20,house,Rep,Henry,E.,Brown,Jr.,,R,SC,South Carolina,2009-01-06,2011-01-03,false,,
1952-07-21,house,Rep,Bobby,,Bright,,,D,AL,Alabama,2009-01-06,2011-01-03,false,,
1945-06-06,house,Rep,Allen,,Boyd,Jr.,,D,FL,Florida,2009-01-06,2011-01-03,false,,
1946-08-01,house,Rep,Frederick,C.,Boucher,,Rick,D,VA,Virginia,2009-01-06,2011-01-03,false,,
1969-10-05,house,Rep,John,A.,Boccieri,,,D,OH,Ohio,2009-01-06,2011-01-03,false,,
1942-11-20,senate,Sen,Joseph,R.,Biden,Jr.,,D,DE,Delaware,2009-01-06,2009-01-15,false,,
1942-08-27,house,Rep,Robert,Marion,Berry,,Marion,D,AR,Arkansas,2009-01-06,2011-01-03,false,,
1962-01-22,house,Rep,Melissa,L.,Bean,,,D,IL,Illinois,2009-01-06,2011-01-03,false,,
1961-02-14,house,Rep,James,Gresham,Barrett,,J. Gresham,R,SC,South Carolina,2009-01-06,2011-01-03,false,,
1956-03-07,house,Rep,Brian,N.,Baird,,,D,WA,Washington,2009-01-06,2011-01-03,false,,
1959-06-11,house,Rep,Michael,A.,Arcuri,,,D,NY,New York,2009-01-06,2011-01-03,false,,
1959-08-23,house,Rep,John,H.,Adler,,,D,NJ,New Jersey,2009-01-06,2011-01-03,false,,
1938-06-26,house,Rep,Neil,,Abercrombie,,,D,HI,Hawaii,2009-01-06,2010-03-01,false,,
1964-01-17,house,Rep,Donald,J.,Cazayoux,Jr.,,D,LA,Louisiana,2008-05-06,2009-01-03,false,,
1951-09-10,house,Rep,Albert,Russell,Wynn,,,D,MD,Maryland,2007-01-04,2008-05-31,false,,
1960-12-30,house,Rep,Heather,A.,Wilson,,,R,NM,New Mexico,2007-01-04,2009-01-03,false,,
1957-07-07,house,Rep,Gerald,C.,Weller,,Jerry,R,IL,Illinois,2007-01-04,2009-01-03,false,,
1953-08-31,house,Rep,David,J.,Weldon,Jr.,Dave,R,FL,Florida,2007-01-04,2009-01-03,false,,
1947-06-19,house,Rep,James,T.,Walsh,,Jim,R,NY,New York,2007-01-04,2009-01-03,false,,
1933-02-17,senate,Sen,Craig,,Thomas,,,R,WY,Wyoming,2007-01-04,2007-06-04,false,,
1945-12-20,house,Rep,Thomas,G.,Tancredo,,Tom,R,CO,Colorado,2007-01-04,2009-01-03,false,,
1945-10-18,house,Rep,Christopher,H.,Shays,,,R,CT,Connecticut,2007-01-04,2009-01-03,false,,
1943-01-22,house,Rep,H.,James,Saxton,,Jim,R,NJ,New Jersey,2007-01-04,2009-01-03,false,,
1954-02-17,house,Rep,Bill,,Sali,,,R,ID,Idaho,2007-01-04,2009-01-03,false,,
1950-09-03,house,Rep,Thomas,M.,Reynolds,,,R,NY,New York,2007-01-04,2009-01-03,false,,
1958-06-11,house,Rep,Rick,,Renzi,,,R,AZ,Arizona,2007-01-04,2009-01-03,false,,
1924-12-03,house,Rep,Ralph,,Regula,,,R,OH,Ohio,2007-01-04,2009-01-03,false,,
1946-05-06,house,Rep,James,M.,Ramstad,,Jim,R,MN,Minnesota,2007-01-04,2009-01-03,false,,
1951-07-29,house,Rep,Deborah,D.,Pryce,,,R,OH,Ohio,2007-01-04,2009-01-03,false,,
1955-05-16,house,Rep,Jon,Christopher,Porter,Sr.,,R,NV,Nevada,2007-01-04,2009-01-03,false,,
1963-08-10,house,Rep,Charles,W.,Pickering,Jr.,Chip,R,MS,Mississippi,2007-01-04,2009-01-03,false,,
1938-12-25,house,Rep,John,E.,Peterson,,,R,PA,Pennsylvania,2007-01-04,2009-01-03,false,,
1941-07-27,house,Rep,Charles,W.,Norwood,Jr.,Charlie,R,GA,Georgia,2007-01-04,2007-02-13,false,,
1949-01-27,house,Rep,Marilyn,N.,Musgrave,,,R,CO,Colorado,2007-01-04,2009-01-03,false,,
1938-09-07,house,Rep,Juanita,,Millender-McDonald,,,D,CA,California,2007-01-04,2007-04-22,false,,
1956-12-30,house,Rep,Martin,T.,Meehan,,Marty,D,MA,Massachusetts,2007-01-04,2007-07-01,false,,
1947-09-16,house,Rep,Michael,R.,McNulty,,,D,NY,New York,2007-01-04,2009-01-03,false,,
1949-09-18,house,Rep,James,O.,McCrery,III,Jim,R,LA,Louisiana,2007-01-04,2009-01-03,false,,
1956-08-15,house,Rep,Tim,,Mahoney,,,D,FL,Florida,2007-01-04,2009-01-03,false,,
1941-10-09,senate,Sen,Trent,,Lott,,,R,MS,Mississippi,2007-01-04,2007-12-18,false,,
1946-09-14,house,Rep,Ron,,Lewis,,,R,KY,Kentucky,2007-01-04,2009-01-03,false,,
1928-02-01,house,Rep,Tom,,Lantos,,,D,CA,California,2007-01-04,2008-02-11,false,,
1945-02-14,house,Rep,Nicholas,V.,Lampson,,Nick,D,TX,Texas,2007-01-04,2009-01-03,false,,
1945-12-06,house,Rep,Ray,H.,LaHood,,,R,IL,Illinois,2007-01-04,2009-01-03,false,,
1943-04-19,house,Rep,John,R.,Kuhl,Jr.,Randy,R,NY,New York,2007-01-04,2009-01-03,false,,
1933-11-28,house,Rep,Joseph,K.,Knollenberg,,Joe,R,MI,Michigan,2007-01-04,2009-01-03,false,,
1932-02-22,senate,Sen,Edward,M.,Kennedy,,Ted,D,MA,Massachusetts,2007-01-04,2009-08-25,false,,
1964-09-05,house,Rep,Ric,,Keller,,,R,FL,Florida,2007-01-04,2009-01-03,false,,
1949-09-10,house,Rep,Stephanie,Tubbs,Jones,,,D,OH,Ohio,2007-01-04,2008-08-20,false,,
1971-06-10,house,Rep,Bobby,,Jindal,,,R,LA,Louisiana,2007-01-04,2008-01-14,false,,
1947-03-14,house,Rep,William,J.,Jefferson,,,D,LA,Louisiana,2007-01-04,2009-01-03,false,,
1948-05-31,house,Rep,Duncan,L.,Hunter,,,R,CA,California,2007-01-04,2009-01-03,false,,
1958-05-22,house,Rep,Kenny,C.,Hulshof,,,R,MO,Missouri,2007-01-04,2009-01-03,false,,
1939-04-04,house,Rep,Darlene,,Hooley,,,D,OR,Oregon,2007-01-04,2009-01-03,false,,
1936-10-17,house,Rep,David,Lee,Hobson,,Dave,R,OH,Ohio,2007-01-04,2009-01-03,false,,
1945-08-14,house,Rep,Robin,C.,Hayes,,,R,NC,North Carolina,2007-01-04,2009-01-03,false,,
1942-01-02,house,Rep,J.,Dennis,Hastert,,Denny,R,IL,Illinois,2007-01-04,2007-11-26,false,,
1946-10-17,house,Rep,Virgil,H.,Goode,Jr.,,R,VA,Virginia,2007-01-04,2009-01-03,false,,
1939-02-01,house,Rep,Paul,E.,Gillmor,,,R,OH,Ohio,2007-01-04,2007-09-05,false,,
1946-04-15,house,Rep,Wayne,T.,Gilchrest,,,R,MD,Maryland,2007-01-04,2009-01-03,false,,
1965-03-09,house,Rep,Vito,J.,Fossella,Jr.,,R,NY,New York,2007-01-04,2009-01-03,false,,
1960-10-31,house,Com,Luis,G.,Fortuño,,,R,PR,Puerto Rico,2007-01-04,2009-01-03,false,,
1970-06-22,house,Rep,Michael,,Ferguson,,Mike,R,NJ,New Jersey,2007-01-04,2009-01-03,false,,
1958-05-21,house,Rep,Tom,C.,Feeney,,,R,FL,Florida,2007-01-04,2009-01-03,false,,
1937-02-15,house,Rep,Terry,,Everett,,,R,AL,Alabama,2007-01-04,2009-01-03,false,,
1958-03-25,senate,Sen,John,Eric,Ensign,,,R,NV,Nevada,2007-01-04,2011-05-03,false,,
1956-06-20,house,Rep,Philip,,English,,Phil,R,PA,Pennsylvania,2007-01-04,2009-01-03,false,,
1959-11-29,house,Rep,Rahm,,Emanuel,,,D,IL,Illinois,2007-01-04,2009-01-03,false,,
1949-11-20,house,Rep,Thelma,D.,Drake,,,R,VA,Virginia,2007-01-04,2009-01-03,false,,
1950-10-30,house,Rep,John,T.,Doolittle,,,R,CA,California,2007-01-04,2009-01-03,false,,
1949-01-05,house,Rep,Thomas,M.,Davis,III,Tom,R,VA,Virginia,2007-01-04,2008-11-24,false,,
1950-06-29,house,Rep,Jo Ann,S.,Davis,,,R,VA,Virginia,2007-01-04,2007-10-06,false,,
1959-11-06,house,Rep,David,,Davis,,,R,TN,Tennessee,2007-01-04,2009-01-03,false,,
1946-11-30,house,Rep,Barbara,L.,Cubin,,,R,WY,Wyoming,2007-01-04,2009-01-03,false,,
1947-08-22,house,Rep,Robert,E.,Cramer,Jr.,Bud,D,AL,Alabama,2007-01-04,2009-01-03,false,,
1947-10-26,senate,Sen,Hillary,Rodham,Clinton,,,D,NY,New York,2007-01-04,2009-01-21,false,,
1938-07-08,house,Rep,Julia,M.,Carson,,,D,IN,Indiana,2007-01-04,2007-12-15,false,,
1950-10-20,house,Rep,Christopher,B.,Cannon,,Chris,R,UT,Utah,2007-01-04,2009-01-03,false,,
1917-11-20,senate,Sen,Robert,C.,Byrd,,,D,WV,West Virginia,2007-01-04,2010-06-28,false,,
1955-08-02,house,Rep,Nancy,E.,Boyda,,,D,KS,Kansas,2007-01-04,2009-01-03,false,,
1948-05-22,house,Rep,Richard,Hugh,Baker,,,R,LA,Louisiana,2007-01-04,2008-02-02,false,,
1945-04-16,house,Rep,Thomas,H.,Allen,,Tom,D,ME,Maine,2007-01-04,2009-01-03,false,,
1953-06-22,house,Rep,Shelley,,Sekula-Gibbs,,,R,TX,Texas,2006-11-13,2007-01-03,false,,
1947-07-22,house,Rep,W.,Curtis,Weldon,,Curt,R,PA,Pennsylvania,2005-01-04,2007-01-03,false,,
1936-07-15,senate,Sen,George,V.,Voinovich,,,R,OH,Ohio,2005-01-04,2011-01-03,false,,
1941-12-06,house,Rep,William,M.,Thomas,,Bill,R,CA,California,2005-01-04,2007-01-03,false,,
1941-01-23,house,Rep,Charles,H.,Taylor,,,R,NC,North Carolina,2005-01-04,2007-01-03,false,,
1955-08-09,house,Rep,John,E.,Sweeney,,,R,NY,New York,2005-01-04,2007-01-03,false,,
1941-08-04,house,Rep,Ted,,Strickland,,,D,OH,Ohio,2005-01-04,2007-01-03,false,,
1930-02-12,senate,Sen,Arlen,,Specter,,,D,PA,Pennsylvania,2005-01-04,2011-01-03,false,,
1945-12-17,house,Rep,Michael,E.,Sodrel,,,R,IN,Indiana,2005-01-04,2007-01-03,false,,
1943-02-11,house,Rep,Robert,Ruhl,Simmons,,Rob,R,CT,Connecticut,2005-01-04,2007-01-03,false,,
1941-03-05,house,Rep,Donald,L.,Sherwood,,Don,R,PA,Pennsylvania,2005-01-04,2007-01-03,false,,
1939-04-19,house,Rep,E.,Clay,Shaw,Jr.,,R,FL,Florida,2005-01-04,2007-01-03,false,,
1937-11-15,house,Rep,John,J.H.,Schwarz,,Joe,R,MI,Michigan,2005-01-04,2007-01-03,false,,
1955-03-02,senate,Sen,Ken,,Salazar,,,D,CO,Colorado,2005-01-04,2009-01-21,false,,
1938-02-28,house,Rep,Martin,Olav,Sabo,,,D,MN,Minnesota,2005-01-04,2007-01-03,false,,
1947-04-29,house,Rep,Jim,R.,Ryun,,,R,KS,Kansas,2005-01-04,2007-01-03,false,,
1961-01-08,house,Rep,Richard,W.,Pombo,,,R,CA,California,2005-01-04,2007-01-03,false,,
1944-02-11,house,Rep,Michael,G.,Oxley,,,R,OH,Ohio,2005-01-04,2007-01-03,false,,
1936-06-28,house,Rep,Major,R.,Owens,,,D,NY,New York,2005-01-04,2007-01-03,false,,
1942-05-03,house,Rep,C.L.,,Otter,,Butch,R,ID,Idaho,2005-01-04,2007-01-03,false,,
1937-02-23,house,Rep,Thomas,William,Osborne,,Tom,R,NE,Nebraska,2005-01-04,2007-01-03,false,,
1960-06-27,house,Rep,James,Allen,Nussle,,Jim,R,IA,Iowa,2005-01-04,2007-01-03,false,,
1948-01-22,house,Rep,Anne,Meagher,Northup,,,R,KY,Kentucky,2005-01-04,2007-01-03,false,,
1954-07-05,house,Rep,Robert,William,Ney,,Bob,R,OH,Ohio,2005-01-04,2006-11-03,false,,
1955-03-17,house,Rep,Cynthia,,McKinney,,,D,GA,Georgia,2005-01-04,2007-01-03,false,,
1946-10-23,senate,Sen,Mel,,Martinez,,,R,FL,Florida,2005-01-04,2009-09-09,false,,
1960-09-30,senate,Sen,Blanche,Lambert,Lincoln,,,D,AR,Arkansas,2005-01-04,2011-01-03,false,,
1942-10-15,house,Rep,James,A.,Leach,,Jim,R,IA,Iowa,2005-01-04,2007-01-03,false,,
1942-06-28,house,Rep,James,T.,Kolbe,,Jim,R,AZ,Arizona,2005-01-04,2007-01-03,false,,
1957-04-11,house,Rep,Mark,R.,Kennedy,,,R,MN,Minnesota,2005-01-04,2007-01-03,false,,
1936-09-26,house,Rep,Sue,W.,Kelly,,,R,NY,New York,2005-01-04,2007-01-03,false,,
1935-01-05,house,Rep,Nancy,Lee,Johnson,,,R,CT,Connecticut,2005-01-04,2007-01-03,false,,
1936-11-29,house,Rep,William,Lewis,Jenkins,,Bill,R,TN,Tennessee,2005-01-04,2007-01-03,false,,
1950-02-11,house,Rep,Ernest,J.,Istook,Jr.,,R,OK,Oklahoma,2005-01-04,2007-01-03,false,,
1924-04-18,house,Rep,Henry,John,Hyde,,,R,IL,Illinois,2005-01-04,2007-01-03,false,,
1961-06-19,house,Rep,John,Nathan,Hostettler,,,R,IN,Indiana,2005-01-04,2007-01-03,false,,
1935-04-18,house,Rep,Joel,,Hefley,,,R,CO,Colorado,2005-01-04,2007-01-03,false,,
1958-07-12,house,Rep,John,D.,Hayworth,Jr.,J.D.,R,AZ,Arizona,2005-01-04,2007-01-03,false,,
1962-04-04,house,Rep,Melissa,A.,Hart,,,R,PA,Pennsylvania,2005-01-04,2007-01-03,false,,
1957-04-05,house,Rep,Katherine,,Harris,,,R,FL,Florida,2005-01-04,2007-01-03,false,,
1951-03-20,house,Rep,Gilbert,W.,Gutknecht,,Gil,R,MN,Minnesota,2005-01-04,2007-01-03,false,,
1947-02-14,senate,Sen,Judd,A.,Gregg,,,R,NH,New Hampshire,2005-01-04,2011-01-03,false,,
1960-06-01,house,Rep,Mark,A.,Green,,,R,WI,Wisconsin,2005-01-04,2007-01-03,false,,
1944-12-16,house,Rep,James,A.,Gibbons,,Jim,R,NV,Nevada,2005-01-04,2007-01-03,false,,
1970-05-11,house,Rep,Harold,E.,Ford,Jr.,,D,TN,Tennessee,2005-01-04,2007-01-03,false,,
1954-09-08,house,Rep,Mark,Adam,Foley,,,R,FL,Florida,2005-01-04,2006-09-29,false,,
1953-03-02,senate,Sen,Russell,D.,Feingold,,,D,WI,Wisconsin,2005-01-04,2011-01-03,false,,
1951-08-04,house,Rep,Lane,A.,Evans,,,D,IL,Illinois,2005-01-04,2007-01-03,false,,
1942-05-14,senate,Sen,Byron,L.,Dorgan,,,D,ND,North Dakota,2005-01-04,2011-01-03,false,,
1944-05-27,senate,Sen,Christopher,J.,Dodd,,,D,CT,Connecticut,2005-01-04,2011-01-03,false,,
1947-04-08,house,Rep,Thomas,Dale,DeLay,,Tom,R,TX,Texas,2005-01-04,2006-06-09,false,,
1957-10-11,house,Rep,James,,Davis,,Jim,D,FL,Florida,2005-01-04,2007-01-03,false,,
1941-12-08,house,Rep,Randall,H.,Cunningham,,Duke,R,CA,California,2005-01-04,2005-12-01,false,,
1952-10-16,house,Rep,C.,Christopher,Cox,,,R,CA,California,2005-01-04,2005-08-02,false,,
1962-02-24,house,Rep,Chris,,Chocola,,,R,IN,Indiana,2005-01-04,2007-01-03,false,,
1952-09-27,house,Rep,Ed,,Case,,,D,HI,Hawaii,2005-01-04,2007-01-03,false,,
1931-10-23,senate,Sen,Jim,,Bunning,,,R,KY,Kentucky,2005-01-04,2011-01-03,false,,
1956-09-12,senate,Sen,Samuel,D.,Brownback,,Sam,R,KS,Kansas,2005-01-04,2011-01-03,false,,
1952-10-20,house,Rep,Jeb,E.,Bradley,,,R,NH,New Hampshire,2005-01-04,2007-01-03,false,,
1954-01-02,house,Rep,Henry,,Bonilla,,,R,TX,Texas,2005-01-04,2007-01-03,false,,
1939-03-06,senate,Sen,Christopher,S.,Bond,,Kit,R,MO,Missouri,2005-01-04,2011-01-03,false,,
1936-09-28,house,Rep,Sherwood,L.,Boehlert,,Sherry,R,NY,New York,2005-01-04,2007-01-03,false,,
1930-07-16,house,Rep,Michael,,Bilirakis,,,R,FL,Florida,2005-01-04,2007-01-03,false,,
1933-09-18,senate,Sen,Robert,F.,Bennett,,,R,UT,Utah,2005-01-04,2011-01-03,false,,
1948-09-22,house,Rep,Bob,,Beauprez,,,R,CO,Colorado,2005-01-04,2007-01-03,false,,
1955-12-26,senate,Sen,Evan,,Bayh,,,D,IN,Indiana,2005-01-04,2011-01-03,false,,
1927-02-18,senate,Sen,John,W.,Warner,,,R,VA,Virginia,2003-01-07,2009-01-03,false,,
1946-02-06,house,Rep,James,,Turner,,Jim,D,TX,Texas,2003-01-07,2005-01-03,false,,
